@relation 'Masterdatav1.1-weka.filters.unsupervised.attribute.Remove-R1-4,6-11,13,15-19'

@attribute Day {Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday}
@attribute Min.Gap numeric
@attribute Delaytype {'Short Delay','Long Delay'}
@attribute wardname {Eglinton-Lawrence ,Scarborough-Guildwood ,'Toronto-St. Paul’s  ','Scarborough Southwest ',Toronto-Danforth ,'York Centre ','Spadina-Fort York ',University-Rosedale ,Scarborough-Agincourt ,'Beaches-East York ',Willowdale ,'Etobicoke North ','Don Valley West  ','Toronto Centre ','York South-Weston ','Parkdale-High Park ','Don Valley North ','Humber River-Black Creek ',Davenport ,Etobicoke-Lakeshore ,'Don Valley East  ','Scarborough North ','Scarborough Centre ','Scarborough-Rouge Park  ','Etobicoke Centre '}
@attribute Wardpopulationrank {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardmedianage {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardunemployment {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardincome {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute Meantemp numeric
@attribute Totalprecip numeric

@data
Friday,40,'Long Delay','Etobicoke Centre ',4,1,19,11,21.7,0
Friday,26,'Short Delay','Don Valley East  ',25,7,9,19,21.7,0
Friday,331,'Long Delay',Scarborough-Guildwood ,22,19,1,23,21.7,0
Friday,23,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,32,'Long Delay','Don Valley North ',10,5,10,14,21.7,0
Friday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,30,'Long Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,15,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,18,'Short Delay','Scarborough Centre ',8,14,7,16,21.7,0
Friday,175,'Long Delay','York South-Weston ',5,16,8,12,21.7,0
Friday,44,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,20,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Saturday,60,'Long Delay',Davenport ,13,20,20,10,21.4,0
Saturday,8,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,8,'Short Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,8,'Short Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,30,'Long Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,1,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,30,'Long Delay','Scarborough Centre ',8,14,7,16,21.4,0
Saturday,25,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,1,'Short Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,999,'Long Delay',Toronto-Danforth ,16,15,22,8,21.4,0
Saturday,1,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,15,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,16,'Short Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,30,'Long Delay','York Centre ',18,8,16,17,21.4,0
Saturday,22,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,1,'Long Delay','York South-Weston ',5,16,8,12,21.4,0
Saturday,15,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,30,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,45,'Long Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,47,'Long Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,999,'Long Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,34,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,40,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,19,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,35,'Long Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,30,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,34,'Long Delay','Etobicoke Centre ',4,1,19,11,21.4,0
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,30,'Short Delay',Davenport ,13,20,20,10,21.4,0
Saturday,22,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,40,'Long Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,40,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,40,'Long Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,40,'Long Delay','York South-Weston ',5,16,8,12,21.4,0
Saturday,60,'Long Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,14,'Short Delay','Scarborough Centre ',8,14,7,16,21.4,0
Saturday,60,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,14,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,14,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,18,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,21,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,10,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,1,'Long Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,50,'Long Delay',Scarborough-Guildwood ,22,19,1,23,21.4,0
Saturday,19,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,40,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,18,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,24,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,27,'Long Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,50,'Long Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,29,'Long Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,20,'Short Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,38,'Long Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,19,'Short Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,34,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,41,'Short Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,10,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,14,'Short Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,43,'Long Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,40,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,40,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,30,'Long Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,26,'Short Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,167,'Long Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,15,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,40,'Long Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,18,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,15,'Short Delay',Toronto-Danforth ,16,15,22,8,21.4,0
Saturday,18,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,6,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,6,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,6,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,20,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,16,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,25,'Short Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,26,'Long Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,1,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,1,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,34,'Long Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,6,'Short Delay',Davenport ,13,20,20,10,21.4,0
Saturday,172,'Long Delay','York South-Weston ',5,16,8,12,21.4,0
Saturday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,1,'Short Delay',Davenport ,13,20,20,10,21.4,0
Saturday,178,'Long Delay','York South-Weston ',5,16,8,12,21.4,0
Saturday,44,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,6,'Short Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,1,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,32,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,16,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,36,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,12,'Short Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,26,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,19,'Short Delay',Toronto-Danforth ,16,15,22,8,21.4,0
Saturday,12,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,24,'Short Delay',Scarborough-Agincourt ,17,2,4,21,21.4,0
Saturday,130,'Long Delay','York South-Weston ',5,16,8,12,21.4,0
Saturday,1,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,12,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,21.4,0
Saturday,32,'Long Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,32,'Long Delay',Toronto-Danforth ,16,15,22,8,21.4,0
Saturday,17,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,14,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,37,'Long Delay',University-Rosedale ,19,23,18,5,21.4,0
Saturday,32,'Short Delay','Don Valley North ',10,5,10,14,21.4,0
Saturday,48,'Long Delay','Parkdale-High Park ',12,18,23,6,21.4,0
Saturday,16,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,24,'Short Delay',Scarborough-Agincourt ,17,2,4,21,21.4,0
Saturday,12,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,21.4,0
Saturday,24,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,9,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,14,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,50,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,21.4,0
Saturday,19,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,20,'Short Delay','Scarborough North ',24,3,5,25,21.4,0
Saturday,60,'Long Delay','York Centre ',18,8,16,17,21.4,0
Saturday,34,'Long Delay','Etobicoke Centre ',4,1,19,11,21.4,0
Saturday,26,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,21.4,0
Saturday,20,'Short Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,20,'Short Delay','Toronto Centre ',20,24,12,3,21.4,0
Saturday,19,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.4,0
Saturday,36,'Long Delay','Spadina-Fort York ',6,25,25,1,21.4,0
Saturday,8,'Short Delay','York Centre ',18,8,16,17,21.4,0
Saturday,40,'Long Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,19,'Short Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Saturday,20,'Short Delay','Don Valley East  ',25,7,9,19,21.4,0
Saturday,16,'Short Delay','Etobicoke North ',3,21,3,20,21.4,0
Saturday,43,'Long Delay','Don Valley West  ',21,13,15,18,21.4,0
Saturday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,38,'Long Delay',Eglinton-Lawrence ,7,12,17,13,21.4,0
Saturday,60,'Long Delay','Humber River-Black Creek ',14,22,2,22,21.4,0
Saturday,20,'Short Delay',Scarborough-Guildwood ,22,19,1,23,21.4,0
Saturday,18,'Short Delay',Willowdale ,2,17,13,7,21.4,0
Saturday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.4,0
Saturday,14,'Short Delay','Scarborough Centre ',8,14,7,16,21.4,0
Saturday,20,'Short Delay',University-Rosedale ,19,23,18,5,21.4,0
Saturday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,21.4,0
Sunday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,22.9,0
Sunday,1,'Long Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,1,'Long Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,60,'Long Delay',University-Rosedale ,19,23,18,5,22.9,0
Sunday,1,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,22.9,0
Sunday,8,'Short Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,45,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,8,'Short Delay',Willowdale ,2,17,13,7,22.9,0
Sunday,30,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,60,'Long Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,46,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,24,'Short Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,24,'Short Delay',University-Rosedale ,19,23,18,5,22.9,0
Sunday,8,'Short Delay',Scarborough-Agincourt ,17,2,4,21,22.9,0
Sunday,10,'Short Delay','Etobicoke North ',3,21,3,20,22.9,0
Sunday,17,'Long Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,8,'Short Delay',Davenport ,13,20,20,10,22.9,0
Sunday,258,'Short Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,8,'Short Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,18,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,30,'Long Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,25,'Long Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,40,'Long Delay','Don Valley West  ',21,13,15,18,22.9,0
Sunday,1,'Short Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,47,'Long Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,52,'Long Delay','York Centre ',18,8,16,17,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,32,'Long Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,40,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,16,'Short Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,6,'Short Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,24,'Short Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,26,'Short Delay','Scarborough North ',24,3,5,25,22.9,0
Sunday,30,'Long Delay','York Centre ',18,8,16,17,22.9,0
Sunday,10,'Short Delay',Willowdale ,2,17,13,7,22.9,0
Sunday,30,'Long Delay','Don Valley West  ',21,13,15,18,22.9,0
Sunday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,38,'Long Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,48,'Long Delay','Don Valley North ',10,5,10,14,22.9,0
Sunday,31,'Long Delay',Scarborough-Guildwood ,22,19,1,23,22.9,0
Sunday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,16,'Short Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,20,'Short Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,20,'Short Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,40,'Long Delay',Davenport ,13,20,20,10,22.9,0
Sunday,16,'Short Delay',Willowdale ,2,17,13,7,22.9,0
Sunday,18,'Short Delay',University-Rosedale ,19,23,18,5,22.9,0
Sunday,24,'Long Delay','York Centre ',18,8,16,17,22.9,0
Sunday,48,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,10,'Short Delay',Willowdale ,2,17,13,7,22.9,0
Sunday,30,'Long Delay',Willowdale ,2,17,13,7,22.9,0
Sunday,7,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,18,'Short Delay','Don Valley East  ',25,7,9,19,22.9,0
Sunday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,25,'Long Delay','Scarborough North ',24,3,5,25,22.9,0
Sunday,60,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,40,'Long Delay',Davenport ,13,20,20,10,22.9,0
Sunday,15,'Short Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,6,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,12,'Short Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,6,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.9,0
Sunday,34,'Long Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,166,'Long Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,39,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,10,'Short Delay','York Centre ',18,8,16,17,22.9,0
Sunday,17,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,36,'Long Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,17,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,16,'Short Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,16,'Short Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,16,'Short Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,117,'Long Delay','Don Valley East  ',25,7,9,19,22.9,0
Sunday,71,'Long Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,32,'Long Delay',Scarborough-Guildwood ,22,19,1,23,22.9,0
Sunday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,3,'Short Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,20,'Short Delay','Don Valley East  ',25,7,9,19,22.9,0
Sunday,36,'Long Delay','York Centre ',18,8,16,17,22.9,0
Sunday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,10,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,34,'Long Delay','Etobicoke North ',3,21,3,20,22.9,0
Sunday,41,'Long Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,36,'Long Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,17,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.9,0
Sunday,18,'Short Delay','York South-Weston ',5,16,8,12,22.9,0
Sunday,30,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,21,'Short Delay','Etobicoke North ',3,21,3,20,22.9,0
Sunday,44,'Long Delay','Scarborough Centre ',8,14,7,16,22.9,0
Sunday,48,'Long Delay','Don Valley East  ',25,7,9,19,22.9,0
Sunday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,22.9,0
Sunday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,50,'Long Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,14,'Short Delay','York Centre ',18,8,16,17,22.9,0
Sunday,20,'Short Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,20,'Short Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,19,'Short Delay','Scarborough Southwest ',9,9,6,15,22.9,0
Sunday,30,'Long Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,18,'Short Delay','Toronto Centre ',20,24,12,3,22.9,0
Sunday,24,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,40,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.9,0
Sunday,48,'Long Delay',University-Rosedale ,19,23,18,5,22.9,0
Sunday,24,'Short Delay',Toronto-Danforth ,16,15,22,8,22.9,0
Sunday,42,'Long Delay','Spadina-Fort York ',6,25,25,1,22.9,0
Sunday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,20,'Short Delay','Beaches-East York ',11,10,14,9,22.9,0
Sunday,60,'Long Delay','Parkdale-High Park ',12,18,23,6,22.9,0
Sunday,32,'Long Delay','York Centre ',18,8,16,17,22.9,0
Monday,46,'Long Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,22.8,0
Monday,20,'Short Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,20,'Short Delay','York South-Weston ',5,16,8,12,22.8,0
Monday,1,'Short Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,53,'Long Delay','Etobicoke Centre ',4,1,19,11,22.8,0
Monday,71,'Short Delay','Toronto Centre ',20,24,12,3,22.8,0
Monday,58,'Long Delay','Scarborough Southwest ',9,9,6,15,22.8,0
Monday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,22.8,0
Monday,38,'Long Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,22.8,0
Monday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,22,'Short Delay',University-Rosedale ,19,23,18,5,22.8,0
Monday,12,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,13,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,22.8,0
Monday,10,'Short Delay','Scarborough Centre ',8,14,7,16,22.8,0
Monday,29,'Long Delay',Toronto-Danforth ,16,15,22,8,22.8,0
Monday,18,'Short Delay','Etobicoke North ',3,21,3,20,22.8,0
Monday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,22.8,0
Monday,43,'Long Delay','Etobicoke North ',3,21,3,20,22.8,0
Monday,51,'Long Delay','Spadina-Fort York ',6,25,25,1,22.8,0
Monday,44,'Long Delay',Willowdale ,2,17,13,7,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,11,'Short Delay',Toronto-Danforth ,16,15,22,8,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,36,'Long Delay','Parkdale-High Park ',12,18,23,6,22.8,0
Monday,36,'Long Delay','York South-Weston ',5,16,8,12,22.8,0
Monday,9,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,9,'Short Delay',Scarborough-Agincourt ,17,2,4,21,22.8,0
Monday,14,'Short Delay','Spadina-Fort York ',6,25,25,1,22.8,0
Monday,999,'Long Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,0,'Short Delay','Beaches-East York ',11,10,14,9,22.8,0
Monday,27,'Short Delay','Etobicoke North ',3,21,3,20,22.8,0
Monday,28,'Short Delay','Scarborough Southwest ',9,9,6,15,22.8,0
Monday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,22.8,0
Monday,13,'Short Delay','Humber River-Black Creek ',14,22,2,22,22.8,0
Monday,16,'Short Delay','Don Valley West  ',21,13,15,18,22.8,0
Monday,24,'Short Delay',Toronto-Danforth ,16,15,22,8,22.8,0
Monday,28,'Short Delay','Scarborough Southwest ',9,9,6,15,22.8,0
Monday,21,'Short Delay','Etobicoke North ',3,21,3,20,22.8,0
Monday,26,'Short Delay','Scarborough North ',24,3,5,25,22.8,0
Monday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,22.8,0
Monday,15,'Long Delay',Willowdale ,2,17,13,7,22.8,0
Monday,23,'Short Delay','York Centre ',18,8,16,17,22.8,0
Monday,26,'Short Delay','Toronto Centre ',20,24,12,3,22.8,0
Monday,26,'Short Delay','Don Valley West  ',21,13,15,18,22.8,0
Monday,34,'Long Delay','Don Valley North ',10,5,10,14,22.8,0
Monday,48,'Long Delay','Toronto Centre ',20,24,12,3,22.8,0
Monday,20,'Short Delay','York South-Weston ',5,16,8,12,22.8,0
Monday,4,'Short Delay','York South-Weston ',5,16,8,12,22.8,0
Monday,15,'Short Delay','Scarborough Centre ',8,14,7,16,22.8,0
Monday,38,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,22.8,0
