@relation 'Masterdatav1.1-weka.filters.unsupervised.attribute.Remove-R1-4,6-11,13,15-19'

@attribute Day {Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday}
@attribute Min.Gap numeric
@attribute Delaytype {'Short Delay','Long Delay'}
@attribute wardname {Eglinton-Lawrence ,Scarborough-Guildwood ,'Toronto-St. Paul’s  ','Scarborough Southwest ',Toronto-Danforth ,'York Centre ','Spadina-Fort York ',University-Rosedale ,Scarborough-Agincourt ,'Beaches-East York ',Willowdale ,'Etobicoke North ','Don Valley West  ','Toronto Centre ','York South-Weston ','Parkdale-High Park ','Don Valley North ','Humber River-Black Creek ',Davenport ,Etobicoke-Lakeshore ,'Don Valley East  ','Scarborough North ','Scarborough Centre ','Scarborough-Rouge Park  ','Etobicoke Centre '}
@attribute Wardpopulationrank {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardmedianage {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardunemployment {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardincome {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute Meantemp numeric
@attribute Totalprecip numeric

@data
Thursday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,50,'Long Delay','Beaches-East York ',11,10,14,9,23.4,13.7
Thursday,68,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,1,'Short Delay','Beaches-East York ',11,10,14,9,23.4,13.7
Thursday,20,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,13,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,15,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,10,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,50,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,50,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,30,'Long Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,20,'Short Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Thursday,14,'Short Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,35,'Long Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,14,'Short Delay','Etobicoke North ',3,21,3,20,23.4,13.7
Thursday,17,'Short Delay','Don Valley North ',10,5,10,14,23.4,13.7
Thursday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,30,'Long Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,27,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,20,'Short Delay','Etobicoke North ',3,21,3,20,23.4,13.7
Thursday,9,'Short Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,13,'Short Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,11,'Short Delay','York Centre ',18,8,16,17,23.4,13.7
Thursday,22,'Short Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,16,'Short Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,1,'Short Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,17,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,13,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,1,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,24,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,30,'Long Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,32,'Long Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,1,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,1,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,1,'Short Delay','York South-Weston ',5,16,8,12,23.4,13.7
Thursday,16,'Short Delay','Beaches-East York ',11,10,14,9,23.4,13.7
Thursday,8,'Long Delay','Beaches-East York ',11,10,14,9,23.4,13.7
Thursday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,17,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,1,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,22,'Short Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,10,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,1,'Short Delay','York South-Weston ',5,16,8,12,23.4,13.7
Thursday,26,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,19,'Short Delay','Parkdale-High Park ',12,18,23,6,23.4,13.7
Thursday,16,'Short Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,22,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,20,'Short Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,40,'Long Delay','York Centre ',18,8,16,17,23.4,13.7
Thursday,1,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,17,'Short Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,1,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,22,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,10,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,48,'Long Delay','Parkdale-High Park ',12,18,23,6,23.4,13.7
Thursday,20,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,20,'Short Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,15,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,38,'Long Delay','Etobicoke North ',3,21,3,20,23.4,13.7
Thursday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,42,'Long Delay','York South-Weston ',5,16,8,12,23.4,13.7
Thursday,17,'Short Delay','Don Valley North ',10,5,10,14,23.4,13.7
Thursday,16,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,17,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,20,'Short Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,38,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,34,'Long Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Thursday,14,'Short Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Thursday,30,'Long Delay','Scarborough North ',24,3,5,25,23.4,13.7
Thursday,32,'Long Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Thursday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,23.4,13.7
Thursday,1,'Long Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,14,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,20,'Short Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,57,'Long Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,24,'Short Delay','York Centre ',18,8,16,17,23.4,13.7
Thursday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,31,'Long Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,16,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,26,'Short Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,14,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,18,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,28,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,28,'Short Delay','York South-Weston ',5,16,8,12,23.4,13.7
Thursday,16,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,30,'Long Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,50,'Long Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,24,'Short Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,1,'Short Delay','Beaches-East York ',11,10,14,9,23.4,13.7
Thursday,10,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,30,'Long Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,16,'Short Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,20,'Long Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,24,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,32,'Long Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,36,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,32,'Long Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,14,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,10,'Short Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,66,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,1,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,25,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,28,'Short Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,13,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,16,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,16,'Short Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,1,'Short Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,20,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,19,'Short Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,23.4,13.7
Thursday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,45,'Long Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,0,'Short Delay','York South-Weston ',5,16,8,12,23.4,13.7
Thursday,45,'Long Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,1,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,44,'Long Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,32,'Long Delay','Don Valley East  ',25,7,9,19,23.4,13.7
Thursday,19,'Short Delay',Scarborough-Guildwood ,22,19,1,23,23.4,13.7
Thursday,15,'Short Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,19,'Short Delay','Scarborough North ',24,3,5,25,23.4,13.7
Thursday,46,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,36,'Long Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,44,'Long Delay','Scarborough North ',24,3,5,25,23.4,13.7
Thursday,20,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,23.4,13.7
Thursday,20,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,23.4,13.7
Thursday,1,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,1,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,30,'Long Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,20,'Short Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,36,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,28,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,23.4,13.7
Thursday,40,'Long Delay',Toronto-Danforth ,16,15,22,8,23.4,13.7
Thursday,42,'Long Delay',University-Rosedale ,19,23,18,5,23.4,13.7
Thursday,22,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,18,'Short Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,18,'Short Delay','Etobicoke North ',3,21,3,20,23.4,13.7
Thursday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,12,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,14,'Short Delay','Toronto Centre ',20,24,12,3,23.4,13.7
Thursday,60,'Long Delay',Eglinton-Lawrence ,7,12,17,13,23.4,13.7
Thursday,40,'Long Delay',Davenport ,13,20,20,10,23.4,13.7
Thursday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,23.4,13.7
Thursday,27,'Short Delay',Willowdale ,2,17,13,7,23.4,13.7
Thursday,18,'Short Delay','Scarborough Centre ',8,14,7,16,23.4,13.7
Thursday,36,'Long Delay','Humber River-Black Creek ',14,22,2,22,23.4,13.7
Thursday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,23.4,13.7
Thursday,40,'Long Delay','Don Valley West  ',21,13,15,18,23.4,13.7
Thursday,22,'Short Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Thursday,22,'Short Delay',Scarborough-Agincourt ,17,2,4,21,23.4,13.7
Friday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,30,'Long Delay',Scarborough-Agincourt ,17,2,4,21,21.7,0
Friday,30,'Long Delay',Scarborough-Agincourt ,17,2,4,21,21.7,0
Friday,18,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,1,'Long Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,8,'Short Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,32,'Long Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,60,'Long Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,30,'Long Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,26,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,1,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,10,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,1,'Short Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,36,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,29,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,44,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,36,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,33,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,15,'Long Delay',Scarborough-Agincourt ,17,2,4,21,21.7,0
Friday,34,'Long Delay','Don Valley East  ',25,7,9,19,21.7,0
Friday,40,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,23,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,30,'Long Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,10,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,4,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,10,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,9,'Short Delay',Scarborough-Guildwood ,22,19,1,23,21.7,0
Friday,23,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,21.7,0
Friday,60,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,9,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,20,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,26,'Short Delay',University-Rosedale ,19,23,18,5,21.7,0
Friday,12,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,10,'Short Delay','York Centre ',18,8,16,17,21.7,0
Friday,24,'Short Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,34,'Long Delay',University-Rosedale ,19,23,18,5,21.7,0
Friday,18,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,10,'Short Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,14,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,17,'Short Delay','Scarborough Centre ',8,14,7,16,21.7,0
Friday,18,'Short Delay','Scarborough Centre ',8,14,7,16,21.7,0
Friday,20,'Short Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,10,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,9,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,30,'Long Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,21,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,33,'Long Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,22,'Short Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,22,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,21.7,0
Friday,29,'Long Delay',Willowdale ,2,17,13,7,21.7,0
Friday,15,'Short Delay','Don Valley North ',10,5,10,14,21.7,0
Friday,20,'Short Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,12,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,10,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,26,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,1,'Short Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,28,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,20,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,1,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,20,'Long Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,75,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,34,'Long Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,1,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,60,'Long Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,26,'Short Delay',Scarborough-Guildwood ,22,19,1,23,21.7,0
Friday,22,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,38,'Long Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,24,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,14,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,32,'Long Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,14,'Short Delay','York South-Weston ',5,16,8,12,21.7,0
Friday,1,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,20,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,20,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,20,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,20,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,26,'Short Delay',Scarborough-Agincourt ,17,2,4,21,21.7,0
Friday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,9,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,40,'Long Delay','Don Valley East  ',25,7,9,19,21.7,0
Friday,48,'Long Delay','York South-Weston ',5,16,8,12,21.7,0
Friday,14,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,25,'Long Delay','Etobicoke Centre ',4,1,19,11,21.7,0
Friday,18,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,30,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,36,'Long Delay','York Centre ',18,8,16,17,21.7,0
Friday,20,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,10,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,27,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,53,'Long Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,1,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,24,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,150,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,150,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,20,'Short Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,20,'Short Delay','York Centre ',18,8,16,17,21.7,0
Friday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,22,'Short Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,18,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,14,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,60,'Long Delay','Don Valley West  ',21,13,15,18,21.7,0
Friday,24,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,28,'Short Delay',Scarborough-Agincourt ,17,2,4,21,21.7,0
Friday,60,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,35,'Long Delay','York Centre ',18,8,16,17,21.7,0
Friday,18,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,50,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,1,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,59,'Long Delay','Don Valley East  ',25,7,9,19,21.7,0
Friday,27,'Short Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,489,'Long Delay',Eglinton-Lawrence ,7,12,17,13,21.7,0
Friday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,24,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,10,'Short Delay','Etobicoke North ',3,21,3,20,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,60,'Long Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,21.7,0
Friday,12,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,10,'Short Delay',Davenport ,13,20,20,10,21.7,0
Friday,1,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,16,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,23,'Short Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,42,'Long Delay','Humber River-Black Creek ',14,22,2,22,21.7,0
Friday,14,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,30,'Long Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,18,'Short Delay',University-Rosedale ,19,23,18,5,21.7,0
Friday,14,'Short Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,1,'Long Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,10,'Short Delay',Willowdale ,2,17,13,7,21.7,0
Friday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,22,'Short Delay','York Centre ',18,8,16,17,21.7,0
Friday,20,'Short Delay','York Centre ',18,8,16,17,21.7,0
Friday,30,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,18,'Short Delay','Toronto Centre ',20,24,12,3,21.7,0
Friday,45,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,26,'Short Delay','Scarborough Centre ',8,14,7,16,21.7,0
Friday,30,'Long Delay','Spadina-Fort York ',6,25,25,1,21.7,0
Friday,16,'Short Delay',Scarborough-Guildwood ,22,19,1,23,21.7,0
Friday,18,'Short Delay','Beaches-East York ',11,10,14,9,21.7,0
Friday,10,'Short Delay','York Centre ',18,8,16,17,21.7,0
Friday,18,'Short Delay','Parkdale-High Park ',12,18,23,6,21.7,0
Friday,16,'Short Delay',Toronto-Danforth ,16,15,22,8,21.7,0
Friday,1,'Long Delay','Scarborough Southwest ',9,9,6,15,21.7,0
Friday,21,'Short Delay','Scarborough Centre ',8,14,7,16,21.7,0
Friday,22,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,21.7,0
Friday,26,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
Friday,16,'Short Delay','Scarborough North ',24,3,5,25,21.7,0
